__________________________________________________
idx: 1089-134686-0000
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
27	FOR▁	FOR▁	FOR▁	null	1.0	0.0	1.0
28	ME▁	ME▁	ME▁	null	0.86	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0025
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	COME▁	COME▁	COME▁	null	1.0	0.0	1.0
1	COME▁	COME▁	COME▁	null	0.93	0.0	1.0
2	I▁	I▁	I▁	null	0.99	0.0	1.0
3	CALLED▁	CALLED▁	CALLED▁	null	1.0	0.0	1.0
4	WHEN▁	WHEN▁	WHEN▁	null	1.0	0.0	1.0
5	NO▁	NO▁	NO▁	null	0.94	0.0	1.0
6	ONE▁	ONE▁	ONE▁	null	0.98	0.0	0.98
7	O	O	O	null	1.0	0.0	0.99
8	BE	BE	BE	null	0.52	0.0	0.97
9	Y	Y	Y	null	0.9	0.0	0.99
10	ED▁	ED▁	ED▁	null	0.8	0.0	0.78
11	A▁	A▁	A▁	null	0.82	0.0	1.0
12	FI	FI	FI	null	1.0	0.0	1.0
13	RE▁	RE▁	RE▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0026
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	MY▁	MY▁	MY▁	null	0.79	0.0	1.0
1	MEN▁	MEN▁	MEN▁	null	1.0	0.0	1.0
2	LA	LA	LA	null	0.58	0.0	1.0
3	UG	UG	UG	null	0.94	0.0	0.98
4	H	H	H	null	0.67	0.0	1.0
5	ED▁	ED▁	ED▁	null	1.0	0.0	0.97
6	Y	Y	Y	null	1.0	0.0	1.0
7	ES▁	ES▁	ES▁	null	1.0	0.0	1.0
8	A▁	A▁	A▁	null	0.46	0.0	0.99
9	ST	ST	ST	null	0.87	0.0	0.94
10	IN	IN	IN	IN	1.0	0.08	1.0
11	G	DU	DI	DU	0.99	0.99	0.44
12	Y▁	I	I	I	0.93	0.96	0.8
13	HO	DO	DO	DO	0.87	1.0	0.85
14	ST▁	P	P	P	0.11	1.0	0.17
15	ST▁	AM	S▁	AM	0.88	1.0	0.18
16	ST▁	P	S▁	P	0.52	1.0	0.89
17	ST▁	LU	S▁	LU	0.86	1.0	0.13
18	ST▁	X	X	X	0.97	1.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0027
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HE▁	HE▁	HE▁	null	0.99	0.0	0.89
1	AC	AC	AC	null	0.99	0.01	0.98
2	TS▁	TS▁	TS▁	null	1.0	0.0	0.88
3	AS▁	AS▁	AS▁	null	0.95	0.0	0.98
4	THOUGH▁	THOUGH▁	THOUGH▁	null	1.0	0.0	0.99
5	HE▁	WE▁	WE▁	null	0.8	0.0	1.0
6	HAD▁	HAS▁	HAS▁	null	0.82	0.0	0.99
7	NOT▁	NOT▁	NOT▁	null	0.9	0.0	0.99
8	EXPECT	EXPECT	EXPECT	null	0.99	0.0	1.0
9	ED▁	ED▁	ED▁	null	1.0	0.0	1.0
10	US▁	US▁	US▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0028
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	ON▁	ON▁	ON▁	null	0.75	0.0	1.0
1	A▁	A▁	A▁	null	0.98	0.0	1.0
2	B	B	B	null	1.0	0.0	0.98
3	EN	EN	EN	null	1.0	0.0	0.5
4	CH▁	CH▁	CH▁	null	1.0	0.0	0.99
5	IN▁	IN▁	IN▁	null	1.0	0.0	1.0
6	A▁	A▁	A▁	null	0.99	0.0	1.0
7	FAR▁	FAR▁	FAR▁	null	0.99	0.0	1.0
8	COR	COR	COR	null	0.99	0.0	0.96
9	N	N	N	null	1.0	0.0	1.0
10	ER▁	ER▁	ER▁	null	1.0	0.0	0.87
11	WERE▁	WHERE▁	WHERE▁	null	0.68	0.0	1.0
12	A▁	A▁	A▁	null	1.0	0.0	1.0
13	DO	DO	DO	null	0.86	0.0	1.0
14	Z	Z	Z	null	1.0	0.0	1.0
15	EN▁	EN▁	EN▁	null	1.0	0.0	0.93
16	PEOPLE▁	PEOPLE▁	PEOPLE▁	null	1.0	0.0	1.0
17	HU	HU	HU	null	1.0	0.0	1.0
18	D	D	D	D	0.72	0.0	1.0
19	D	AL	AL	AL	0.6	0.02	0.76
20	LED▁	AL	AL	AL	0.6	0.02	0.76
21	LED▁	ED▁	ED▁	TE▁	0.81	0.45	0.69
22	TOGETHER▁	TOGETHER▁	TOGETHER▁	null	0.98	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0029
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	B	B	B	null	0.97	0.0	0.95
1	R	R	R	null	0.72	0.0	1.0
2	ING▁	ING▁	ING▁	null	1.0	0.0	1.0
3	IN▁	IN▁	IN▁	null	0.54	0.0	1.0
4	THE▁	THE▁	THE▁	null	0.86	0.0	1.0
5	T	T	T	null	0.86	0.0	1.0
6	ABLE▁	ABLE▁	ABLE▁	null	0.87	0.0	1.0
7	WE▁	WE▁	WE▁	null	1.0	0.0	1.0
8	ARE▁	ARE▁	ARE▁	null	1.0	0.0	1.0
9	H	H	H	null	1.0	0.0	1.0
10	UN	UN	UN	null	1.0	0.0	0.92
11	G	G	G	null	1.0	0.0	1.0
12	RY▁	RY▁	RY▁	null	1.0	0.0	0.94
==================================================

__________________________________________________
idx: 5142-33396-0030
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THE▁	THE▁	THE▁	null	0.91	0.0	1.0
1	TH	TH	TH	null	1.0	0.0	0.96
2	R	R	R	R	0.96	0.0	0.67
3	ALL	US	US	UN	0.43	0.08	0.36
4	S▁	S▁	S▁	null	0.46	0.0	1.0
5	WERE▁	WERE▁	WERE▁	null	0.96	0.0	0.98
6	R	R	R	null	0.95	0.0	0.99
7	IN	IN	IN	null	0.6	0.0	0.91
8	G	G	G	null	1.0	0.0	0.97
9	ING▁	ING▁	ING▁	null	0.99	0.0	0.84
10	IN▁	IN▁	IN▁	null	0.94	0.0	1.0
11	A▁	A▁	A▁	null	0.97	0.0	1.0
12	GREAT▁	GREAT▁	GREAT▁	null	1.0	0.0	1.0
13	PO	PO	PO	null	0.93	0.0	1.0
14	T▁	T▁	T▁	null	1.0	0.0	0.98
15	OF▁	OF▁	OF▁	null	1.0	0.0	0.94
16	ME	ME	ME	null	0.95	0.0	1.0
17	AT▁	AT▁	AT▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0031
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THEY▁	THEY▁	THEY▁	null	0.91	0.0	1.0
1	SE	SE	SE	null	1.0	0.0	1.0
2	T▁	T▁	T▁	null	1.0	0.0	0.99
3	UP▁	UP▁	UP▁	null	0.96	0.0	1.0
4	A▁	A▁	A▁	null	1.0	0.0	0.99
5	C	C	C	null	1.0	0.0	0.99
6	R	R	R	null	0.89	0.0	0.51
7	AN	AN	AN	AN	1.0	0.0	0.95
8	E▁	E▁	E▁	O	0.97	0.6	0.28
9	OVER▁	OVER▁	OVER▁	null	1.0	0.0	1.0
10	THE▁	THE▁	THE▁	null	0.95	0.0	1.0
11	FI	FI	FI	null	1.0	0.0	1.0
12	RE▁	RE▁	RE▁	null	1.0	0.0	1.0
13	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
14	HU	HU	HU	null	1.0	0.0	1.0
15	NG▁	NG▁	NG▁	null	1.0	0.0	1.0
16	THE▁	THE▁	THE▁	null	0.98	0.0	1.0
17	PO	PO	PO	null	0.99	0.0	0.99
18	T▁	T▁	T▁	null	0.97	0.0	0.99
19	UPON▁	UPON▁	UPON▁	null	0.99	0.0	1.0
20	IT▁	IT▁	IT▁	null	0.96	0.0	0.99
21	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
22	WE▁	WE▁	WE▁	null	0.99	0.0	1.0
23	S	S	S	null	1.0	0.0	1.0
24	AT▁	AT▁	AT▁	null	0.85	0.0	1.0
25	AND▁	AND▁	AND▁	null	0.98	0.0	0.97
26	W	W	W	null	0.98	0.0	1.0
27	AT	AT	AT	null	1.0	0.01	0.98
28	CH	CH	CH	null	0.8	0.0	0.98
29	ED▁	ED▁	ED▁	null	0.52	0.0	0.49
30	IT▁	IT▁	IT▁	null	0.39	0.0	0.81
31	BO	BO	BO	null	0.98	0.0	1.0
32	I	I	I	null	0.66	0.0	0.94
33	L▁	L▁	L▁	null	1.0	0.01	0.7
34	WHILE▁	WHILE▁	WHILE▁	null	1.0	0.0	1.0
35	WE▁	WE▁	WE▁	null	1.0	0.0	1.0
36	JO	JO	JO	null	1.0	0.0	1.0
37	KED▁	KED▁	KED▁	KED▁	0.84	0.0	0.97
38	AT▁	AT▁	AT▁	null	0.86	0.0	1.0
39	LAST▁	LAST▁	LAST▁	null	0.95	0.0	1.0
40	THE▁	THE▁	THE▁	null	0.99	0.0	1.0
41	SU	SU	SU	null	1.0	0.0	1.0
42	P	P	P	null	1.0	0.0	1.0
43	PER▁	PER▁	PER▁	null	1.0	0.0	0.99
44	BEGAN▁	BEGAN▁	BEGAN▁	null	1.0	0.0	0.99
==================================================

__________________________________________________
idx: 5142-33396-0032
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THE▁	THE▁	THE▁	null	0.9	0.0	1.0
1	F	F	F	null	1.0	0.0	1.0
2	AR	AR	AR	null	1.0	0.0	0.75
3	M	M	M	null	0.99	0.0	1.0
4	ER▁	ER▁	ER▁	null	0.99	0.0	0.75
5	S	S	S	null	1.0	0.0	0.99
6	AT▁	AT▁	AT▁	null	1.0	0.0	0.92
7	G	G	G	null	0.99	0.0	0.99
8	LO	LO	LO	null	0.9	0.0	0.79
9	O	O	O	O	1.0	0.0	0.95
10	MI	MY▁	MY▁	A	0.69	0.0	0.21
11	ON▁	ON▁	ON▁	null	1.0	0.0	1.0
12	THE▁	THE▁	THE▁	null	1.0	0.0	0.99
13	B	B	B	null	0.99	0.0	0.98
14	EN	EN	EN	EN	0.87	0.0	0.57
15	CH▁	CH▁	CH▁	null	0.71	0.0	0.99
16	AND▁	AND▁	AND▁	null	0.97	0.0	0.94
17	NOT▁	NOT▁	NOT▁	null	0.99	0.0	0.99
18	E	E	E	null	1.0	0.0	1.0
19	AT▁	AT▁	AT▁	null	0.99	0.0	1.0
20	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
21	YOU▁	YOU▁	YOU▁	null	0.91	0.0	1.0
22	C	C	C	null	1.0	0.0	0.99
23	AN	AN	AN	null	1.0	0.0	0.75
24	NOT▁	NOT▁	NOT▁	null	1.0	0.0	0.87
25	W	W	W	null	1.0	0.0	1.0
26	ON	ON	ON	null	1.0	0.0	1.0
27	DER▁	DER▁	DER▁	null	0.51	0.0	1.0
28	FOR▁	FOR▁	FOR▁	null	0.97	0.0	1.0
29	HE▁	HE▁	HE▁	null	0.64	0.0	1.0
30	SAW▁	SAW▁	SAW▁	null	0.51	0.0	1.0
31	US▁	US▁	US▁	null	1.0	0.0	0.96
32	PU	PU	PU	null	1.0	0.0	1.0
33	T	T	T	null	0.72	0.0	1.0
34	TING▁	TING▁	TING▁	null	0.99	0.0	0.86
35	PO	PO	PO	null	1.0	0.0	0.99
36	T	T	T	T	1.0	0.34	0.99
37	F	ON	T	ON	0.4	0.92	0.29
38	S▁	S▁	S▁	null	0.99	0.0	1.0
39	OF▁	OF▁	OF▁	null	1.0	0.0	0.95
40	HIS▁	HIS▁	HIS▁	null	1.0	0.0	1.0
41	GOOD▁	GOOD▁	GOOD▁	null	1.0	0.0	1.0
42	BE	BE	BE	null	0.87	0.0	1.0
43	E	A	A	A	0.6	0.0	0.72
44	F▁	TH▁	TH▁	TH	0.95	0.02	0.28
45	AND▁	AND▁	AND▁	null	0.93	0.0	1.0
46	B	B	B	null	0.8	0.0	1.0
47	AS	AS	AS	AS	0.75	0.0	0.81
48	KE	K▁	K▁	B	0.52	0.19	0.63
49	LO	LO	LO	null	0.99	0.0	0.9
50	AD	AD	AD	AD	1.0	0.02	0.93
51	S▁	H	S▁	H	0.81	0.98	0.74
52	READ▁	AD	EN	AD	0.77	0.95	0.29
53	INTO▁	MO	MO	null	0.63	0.02	0.99
54	OUR▁	U	U	null	0.81	0.0	0.63
55	BI	Z	Z	Z	0.88	1.0	0.53
56	U	U	▁	U	0.58	0.99	0.43
==================================================

__________________________________________________
idx: 5142-33396-0033
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	YOU▁	YOU▁	YOU▁	null	1.0	0.0	0.98
1	WOULD▁	WOULD▁	WOULD▁	null	1.0	0.0	1.0
2	NOT▁	NOT▁	NOT▁	null	1.0	0.0	1.0
3	E	E	E	null	0.99	0.0	1.0
4	AT▁	AT▁	AT▁	null	0.59	0.0	0.87
5	WITH▁	WITH▁	WITH▁	null	0.99	0.0	0.99
6	US▁	US▁	US▁	null	0.98	0.0	0.99
7	YOU▁	YOU▁	YOU▁	null	1.0	0.0	1.0
8	C	C	C	null	1.0	0.0	1.0
9	AN	AN	AN	null	0.69	0.0	1.0
10	NOT▁	NOT▁	NOT▁	null	1.0	0.0	1.0
11	SAY▁	SAY▁	SAY▁	null	1.0	0.0	1.0
12	NO▁	NO▁	NO▁	null	1.0	0.0	1.0
13	TO▁	TO▁	TO▁	null	0.9	0.0	0.99
14	HALF▁	HALF▁	HALF▁	null	0.98	0.0	1.0
15	OF▁	OF▁	OF▁	null	1.0	0.0	0.99
16	MY▁	MY▁	MY▁	null	1.0	0.0	1.0
17	AL	AL	AL	null	0.99	0.0	1.0
18	E▁	E▁	E▁	E▁	0.76	0.01	0.87
19	I▁	I▁	I▁	null	1.0	0.0	1.0
20	D	D	D	null	0.95	0.0	0.98
21	R	R	R	null	0.99	0.0	0.99
22	IN	IN	IN	null	0.98	0.0	0.98
23	K▁	K▁	K▁	null	1.0	0.01	0.32
24	THIS▁	THIS▁	THIS▁	null	0.61	0.0	0.98
25	TO▁	TO▁	TO▁	null	1.0	0.0	0.99
26	YOUR▁	YOUR▁	YOUR▁	null	0.98	0.0	1.0
27	HE	HE	HE	null	0.8	0.0	1.0
28	AL	AL	AL	null	0.88	0.0	1.0
29	TH▁	TH▁	TH▁	null	0.99	0.0	0.92
==================================================

__________________________________________________
idx: 5142-33396-0034
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THEN▁	THEN▁	THEN▁	null	1.0	0.0	0.98
1	I▁	I▁	I▁	null	0.73	0.0	1.0
2	D	D	D	null	1.0	0.0	0.98
3	R	R	R	null	1.0	0.0	0.94
4	AN	AN	AN	null	1.0	0.0	0.99
5	K▁	K▁	K▁	null	0.99	0.0	0.94
6	HALF▁	HALF▁	HALF▁	null	0.58	0.0	1.0
7	OF▁	OF▁	OF▁	null	0.98	0.0	0.98
8	THE▁	THE▁	THE▁	null	0.58	0.0	0.99
9	HO	HO	HO	null	1.0	0.0	0.94
10	R	R	R	AR	1.0	0.0	0.47
11	N	IN	N▁	IN	0.53	0.44	0.78
12	FUL▁	F	F	FR	0.86	0.07	0.27
13	FUL▁	U	U	null	0.64	0.17	0.37
14	FUL▁	SO▁	LL▁	SO▁	0.92	0.75	0.58
15	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
16	SENT▁	SE	SE	null	1.0	0.0	1.0
17	SENT▁	T▁	T▁	null	0.8	0.0	1.0
18	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
19	RE	RE	RE	null	0.94	0.0	1.0
20	ST▁	ST▁	ST▁	null	0.79	0.0	1.0
21	AC	TO▁	TO▁	null	1.0	0.0	1.0
22	AC	C	C	null	1.0	0.0	1.0
23	RO	RO	RO	null	1.0	0.0	0.64
24	S	S	S	null	0.95	0.0	0.98
25	S▁	S▁	S▁	null	1.0	0.0	0.89
26	THE▁	THE▁	THE▁	null	0.82	0.0	1.0
27	FI	FI	FI	null	1.0	0.0	1.0
28	RE▁	RE▁	RE▁	null	0.97	0.0	1.0
29	TO▁	TO▁	TO▁	null	0.68	0.0	1.0
30	THE▁	THE▁	THE▁	null	0.94	0.0	1.0
31	F	F	F	null	1.0	0.0	1.0
32	AR	AR	AR	null	0.99	0.0	0.82
33	M	M	M	null	0.91	0.0	1.0
34	ER▁	ER▁	ER▁	null	0.99	0.0	0.95
35	HE▁	HE▁	HE▁	null	1.0	0.0	1.0
36	TOOK▁	TOOK▁	TOOK▁	null	0.96	0.0	1.0
37	IT▁	IT▁	IT▁	null	1.0	0.0	0.99
38	AND▁	AND▁	AND▁	null	0.86	0.0	0.97
39	S	S	S	null	1.0	0.0	1.0
40	MIL	MIL	MIL	null	1.0	0.0	1.0
41	ED▁	E▁	E▁	null	0.9	0.0	0.98
42	SA	SA	SA	null	1.0	0.0	1.0
43	YING▁	YING▁	YING▁	null	0.91	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0035
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	DID▁	DID▁	DID▁	null	0.98	0.0	0.97
1	YOU▁	D	D	null	0.52	0.0	0.97
2	YOU▁	RI	RI	RI	1.0	0.0	0.82
3	EVER▁	V	V	null	0.97	0.01	0.92
4	EVER▁	ER▁	ER▁	U	0.99	0.0	0.47
5	HAVE▁	HAVE▁	HAVE▁	null	0.99	0.0	1.0
6	SUCH▁	SUCH▁	SUCH▁	null	1.0	0.0	1.0
7	A▁	A▁	A▁	null	0.99	0.0	0.99
8	LO	LO	LO	null	1.0	0.0	1.0
9	R	R	R	R	1.0	0.0	0.73
10	D	D	D	Y	0.94	0.17	0.44
11	LY▁	LY▁	LY▁	RE	1.0	0.14	0.18
12	GU	GU	GU	null	0.98	0.0	1.0
13	EST▁	EST▁	EST▁	null	1.0	0.02	0.99
14	BEFORE▁	BEFORE▁	BEFORE▁	null	1.0	0.0	1.0
15	I▁	I▁	I▁	null	1.0	0.0	0.99
16	WENT▁	WENT▁	WENT▁	null	0.99	0.0	1.0
17	ON▁	ON▁	ON▁	null	0.99	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0036
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	SO▁	SO▁	SO▁	null	1.0	0.0	0.99
1	I▁	I▁	I▁	null	0.98	0.0	1.0
2	WILL▁	WILL▁	WILL▁	null	1.0	0.0	1.0
3	GIVE▁	GIVE▁	GIVE▁	null	0.99	0.0	1.0
4	OUT▁	OUT▁	OUT▁	null	1.0	0.0	0.99
5	THIS▁	THIS▁	THIS▁	null	1.0	0.0	1.0
6	LA	LA	LA	null	1.0	0.0	1.0
7	W▁	W▁	W▁	null	0.77	0.0	1.0
8	THAT▁	THAT▁	THAT▁	null	1.0	0.0	1.0
9	MY▁	MY▁	MY▁	null	1.0	0.0	1.0
10	MEN▁	MEN▁	MEN▁	null	1.0	0.0	1.0
11	SHALL▁	SHALL▁	SHALL▁	null	0.99	0.0	1.0
12	NEVER▁	NEVER▁	NEVER▁	null	0.82	0.0	1.0
13	LEA	LEA	LEA	null	1.0	0.0	1.0
14	VE▁	VE▁	VE▁	null	0.99	0.0	1.0
15	YOU▁	YOU▁	YOU▁	null	1.0	0.0	1.0
16	AL	AL	AL	null	1.0	0.0	0.96
17	ONE▁	ONE▁	ONE▁	null	1.0	0.0	0.98
==================================================

__________________________________________________
idx: 5142-33396-0037
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HA	HA	HA	null	0.98	0.0	0.94
1	K	W	W	null	0.85	0.0	0.84
2	K	K▁	K▁	null	0.97	0.01	0.62
3	ON▁	AND▁	AND▁	null	1.0	0.0	0.99
4	THERE▁	THERE▁	THERE▁	null	0.82	0.0	0.99
5	SHALL▁	SHALL▁	SHALL▁	null	1.0	0.0	1.0
6	BE▁	BE▁	BE▁	null	0.71	0.0	0.88
7	YOUR▁	YOUR▁	YOUR▁	null	1.0	0.0	1.0
8	CON	CON	CON	null	0.86	0.0	1.0
9	ST	ST	ST	null	0.98	0.0	1.0
10	ANT▁	ANT▁	ANT▁	null	1.0	0.0	0.97
11	COM	COM	COM	null	1.0	0.0	1.0
12	P	P	P	null	0.99	0.0	1.0
13	AN	AN	AN	null	0.99	0.0	0.8
14	ION▁	ION▁	ION▁	null	0.94	0.0	0.9
15	F	F	F	null	0.87	0.0	1.0
16	RI	RI	RI	null	1.0	0.0	0.99
17	END▁	END▁	END▁	null	1.0	0.02	0.96
18	F	F	F	null	0.99	0.0	0.93
19	AR	AR	AR	AR	1.0	0.0	0.86
20	M	M	M	null	0.94	0.0	1.0
21	ER▁	ER▁	ER▁	null	0.86	0.0	0.49
==================================================

__________________________________________________
idx: 5142-33396-0038
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HE▁	YOU▁	YOU▁	null	0.51	0.0	0.99
1	SHALL▁	SHALL▁	SHALL▁	null	1.0	0.0	1.0
2	NOT▁	NOT▁	NOT▁	null	0.99	0.0	1.0
3	LEA	LEA	LEA	null	1.0	0.0	1.0
4	VE▁	VE▁	VE▁	null	1.0	0.0	1.0
5	YOU▁	YOU▁	YOU▁	null	0.89	0.0	1.0
6	DAY▁	DAY▁	DAY▁	null	0.99	0.0	1.0
7	OR▁	OR▁	OR▁	null	0.97	0.0	0.97
8	NIGHT▁	NIGHT▁	NIGHT▁	null	0.97	0.0	1.0
9	W	W	W	null	1.0	0.0	1.0
10	HE	HE	HE	null	0.92	0.0	1.0
11	T	T	T	null	1.0	0.0	1.0
12	HER▁	HER▁	HER▁	null	1.0	0.0	1.0
13	YOU▁	YOU▁	YOU▁	null	0.87	0.0	1.0
14	ARE▁	ARE▁	ARE▁	null	0.86	0.0	1.0
15	W	W	W	null	0.85	0.0	1.0
16	OR	OR	OR	null	1.0	0.0	0.75
17	KING▁	KING▁	KING▁	null	0.92	0.0	1.0
18	OR▁	OR▁	OR▁	null	0.99	0.0	1.0
19	PLA	PLA	PLA	null	1.0	0.0	1.0
20	YING▁	YING▁	YING▁	null	0.95	0.0	1.0
21	OR▁	OR▁	OR▁	null	0.89	0.0	1.0
22	S	S	S	null	1.0	0.0	1.0
23	LE	LE	LE	null	0.91	0.0	1.0
24	E	E	E	null	1.0	0.01	0.92
25	P	P	P	P	0.99	0.0	0.62
26	ING▁	ING▁	ING▁	null	1.0	0.0	0.5
==================================================

__________________________________________________
idx: 5142-33396-0039
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	I▁	I▁	I▁	null	0.75	0.0	1.0
1	N	N	N	null	1.0	0.0	0.99
2	AM	AM	AM	IM	1.0	0.0	0.71
3	ED▁	ED▁	ED▁	null	1.0	0.0	0.62
4	N	N	N	null	1.0	0.0	0.99
5	INE▁	INE▁	INE▁	null	1.0	0.0	0.99
6	O	O	O	null	1.0	0.0	0.89
7	TH	TH	TH	null	1.0	0.0	0.7
8	ERS▁	ERS▁	ERS▁	null	0.79	0.0	0.94
9	AND▁	AND▁	AND▁	null	0.87	0.0	1.0
10	SAID▁	SAID▁	SAID▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0040
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	AND▁	AND▁	AND▁	null	0.96	0.0	0.98
1	THESE▁	THESE▁	THESE▁	null	0.99	0.0	1.0
2	SHALL▁	SHALL▁	SHALL▁	null	0.98	0.0	1.0
3	FO	FO	FO	null	1.0	0.0	1.0
4	L	L	L	null	1.0	0.0	1.0
5	LOW▁	LOW▁	LOW▁	null	1.0	0.0	0.98
6	YOUR▁	YOUR▁	YOUR▁	null	0.99	0.0	1.0
7	TH	TH	TH	null	0.99	0.0	0.98
8	R	R	R	R	0.98	0.0	0.9
9	ALL	US	US	UG	0.76	0.05	0.59
10	S▁	T▁	T▁	null	0.7	0.0	1.0
11	IN▁	IN▁	IN▁	null	1.0	0.0	1.0
12	THE▁	THE▁	THE▁	null	1.0	0.0	0.99
13	SAME▁	SAME▁	SAME▁	null	0.88	0.0	1.0
14	WAY▁	WAY▁	WAY▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0041
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	SO▁	T	T	null	0.99	0.0	0.99
1	SO▁	ILL▁	ILL▁	null	0.99	0.0	0.99
2	I▁	I▁	I▁	null	1.0	0.0	1.0
3	SE	SE	SE	null	1.0	0.0	0.99
4	T▁	T▁	T▁	null	0.85	0.0	1.0
5	GU	GU	GU	null	0.97	0.0	1.0
6	AR	AR	AR	null	1.0	0.0	0.77
7	D	D	D	D	1.0	0.0	0.67
8	S▁	S▁	S▁	null	1.0	0.01	0.5
9	OVER▁	OVER▁	OVER▁	null	1.0	0.0	1.0
10	EVERY▁	E	E	null	0.83	0.0	1.0
11	EVERY▁	VER	VER	null	1.0	0.0	0.96
12	EVERY▁	Y	Y	null	1.0	0.0	1.0
13	ONE▁	ONE▁	ONE▁	null	1.0	0.0	0.87
14	IN▁	IN▁	IN▁	null	1.0	0.0	0.99
15	THAT▁	THAT▁	THAT▁	null	1.0	0.0	1.0
16	HOUSE▁	HOUSE▁	HOUSE▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0042
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	SO▁	SO▁	SO▁	null	0.77	0.0	0.98
1	NO▁	NO▁	NO▁	null	0.64	0.0	1.0
2	TA	TA	TA	null	1.0	0.0	1.0
3	LES▁	I	I	null	0.99	0.0	0.86
4	LES▁	L	L	null	1.0	0.0	0.82
5	LES▁	S▁	S▁	null	1.0	0.0	0.37
6	GOT▁	GOT▁	GOT▁	null	1.0	0.0	1.0
7	OUT▁	OUT▁	OUT▁	null	0.99	0.0	1.0
8	TO▁	TO▁	TO▁	null	1.0	0.0	1.0
9	THE▁	THE▁	THE▁	null	0.62	0.0	1.0
10	NE	NE	NE	null	0.8	0.0	1.0
11	I	I	I	null	1.0	0.0	0.87
12	G	G	G	null	1.0	0.02	0.98
13	H	H	H	null	0.98	0.0	0.57
14	B	B	B	null	1.0	0.01	0.74
15	OR	OR	OR	OR	1.0	0.4	0.63
16	S▁	S▁	S▁	TS▁	0.99	0.08	0.82
17	BE	BE	BE	null	0.95	0.0	1.0
18	SI	SI	SI	null	0.99	0.0	1.0
19	DE	DE	DE	null	0.97	0.0	0.98
20	S▁	S▁	S▁	I	1.0	0.02	0.19
21	IT▁	THERE▁	THERE▁	null	0.9	0.0	1.0
22	WAS▁	WAS▁	WAS▁	null	1.0	0.0	0.99
23	A▁	A▁	A▁	null	0.72	0.0	1.0
24	LO	LO	LO	null	1.0	0.0	1.0
25	NE	NE	NE	null	1.0	0.0	0.95
26	LY▁	LY▁	LY▁	null	0.71	0.0	0.44
27	PLACE▁	PLACE▁	PLACE▁	null	0.85	0.0	1.0
28	AND▁	AND▁	AND▁	null	0.96	0.0	0.99
29	BY▁	BY▁	BY▁	null	0.99	0.0	0.99
30	GOOD▁	GOOD▁	GOOD▁	null	0.99	0.0	1.0
31	LU	LU	LU	null	0.99	0.0	1.0
32	C	C	C	null	1.0	0.0	0.99
33	K▁	K▁	K▁	null	1.0	0.0	0.95
34	NO▁	NO▁	NO▁	null	0.97	0.0	1.0
35	ONE▁	ONE▁	ONE▁	null	1.0	0.0	0.99
36	CAME▁	CAME▁	CAME▁	null	0.99	0.0	1.0
37	THAT▁	THAT▁	THAT▁	null	1.0	0.0	1.0
38	WAY▁	WAY▁	WAY▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 5142-33396-0043
